S1	S2	Pdb	Substance
2864	7006	GRIPAP1	TES
2864	2863	GRIPAP1	GRIP1
2865	4806	GRK1	OTX2
2865	2865	GRK1	GRK1
2865	4683	GRK1	NRL
2865	6271	GRK1	SET
2865	10071	GRK1	RETINOBLASTOMA
2865	1726	GRK1	DAOA
2865	9737	GRK1	NEUROBLASTOMA
2865	14586	GRK1	RAMIPRIL
2865	5831	GRK1	REST
2865	2645	GRK1	GC
2865	5879	GRK1	RHOA
2865	5878	GRK1	RHO
2865	898	GRK1	CAMP
2865	1568	GRK1	CRX
2865	659	GRK1	BID
2866	6271	GRK4	SET
2866	2163	GRK4	EN2
2866	2868	GRK4	GRK6
2866	325	GRK4	APC
2866	2867	GRK4	GRK5
2866	2866	GRK4	GRK4
2866	2865	GRK4	GRK1
2867	2866	GRK5	GRK4
2867	2867	GRK5	GRK5
2867	2865	GRK5	GRK1
2867	2868	GRK5	GRK6
2867	14957	GRK5	THYROID
2867	6271	GRK5	SET
2867	7118	GRK5	TLR4
2867	1675	GRK5	CXCL12
2867	3848	GRK5	LRP6
2867	557	GRK5	AXIN2
2867	10222	GRK5	OSTEOSARCOMA
2867	353	GRK5	APP
2867	898	GRK5	CAMP
2868	7944	GRK6	INTERLEUKIN
2868	2866	GRK6	GRK4
2868	13393	GRK6	ESTROGEN
2868	1684	GRK6	CXCR4
2868	2867	GRK6	GRK5
2868	3848	GRK6	LRP6
2868	1675	GRK6	CXCL12
2868	557	GRK6	AXIN2
2868	2868	GRK6	GRK6
2868	898	GRK6	CAMP
2868	6271	GRK6	SET
2868	1549	GRK6	CRH
2868	2865	GRK6	GRK1
2869	2869	GRM1	GRM1
2869	898	GRM1	CAMP
2869	2498	GRM1	FOS
2869	183	GRM1	AIP
2869	846	GRM1	CA3
2869	6271	GRM1	SET
2869	4892	GRM1	PC
2870	5465	GRM2	PSD
2870	13510	GRM2	FLUOXETINE
2870	6271	GRM2	SET
2870	824	GRM2	C6
2870	898	GRM2	CAMP
2870	5860	GRM2	RGS12
2870	6347	GRM2	SHANK2
2870	2875	GRM2	GRM8
2871	898	GRM4	CAMP
2871	6271	GRM4	SET
2871	2874	GRM4	GRM7
2871	2871	GRM4	GRM4
2871	2875	GRM4	GRM8
2871	3947	GRM4	MAP1B
2871	3063	GRM4	HLA-B
2871	4253	GRM4	MSN
2871	5069	GRM4	PICK1
2872	6271	GRM5	SET
2872	846	GRM5	CA3
2872	5232	GRM5	POLE
2872	14474	GRM5	POTASSIUM
2872	13393	GRM5	ESTROGEN
2872	7036	GRM5	TG
2872	2872	GRM5	GRM5
2873	6271	GRM6	SET
2873	2232	GRM6	ERG
2873	2873	GRM6	GRM6
2873	7358	GRM6	TRPM1
2873	5872	GRM6	RGS9
2873	2498	GRM6	FOS
2873	7944	GRM6	INTERLEUKIN
2873	5069	GRM6	PICK1
2873	2299	GRM6	F2
2873	4597	GRM6	NOS1
2873	4599	GRM6	NOS2
2874	6271	GRM7	SET
2874	2874	GRM7	GRM7
2874	5831	GRM7	REST
2874	5069	GRM7	PICK1
2874	898	GRM7	CAMP
2875	6271	GRM8	SET
2875	3976	GRM8	MAP4
2875	898	GRM8	CAMP
2875	2875	GRM8	GRM8
2875	5064	GRM8	PIAS1
2875	6834	GRM8	SUMO1
2875	5069	GRM8	PICK1
2875	14474	GRM8	POTASSIUM
2876	2876	GRN	GRN
2876	7006	GRN	TES
2876	6271	GRN	SET
2876	4009	GRN	MAPT
2876	7940	GRN	AKT
2876	639	GRN	BDNF
2876	13393	GRN	ESTROGEN
2876	1746	GRN	DBP
2876	7948	GRN	HEPATOCYTES
2876	1063	GRN	CD14
2876	7118	GRN	TLR4
2876	7122	GRN	TLR9
2876	4892	GRN	PC
2877	2877	GRP	GRP
2877	4639	GRP	NPY
2877	7629	GRP	VIP
2877	4120	GRP	MET
2877	3867	GRP	LSM4
2877	6271	GRP	SET
2877	7006	GRP	TES
2878	2645	GRPEL2	GC
2878	5831	GRPEL2	REST
2878	6271	GRPEL2	SET
2879	682	GSC	BMP4
2879	2879	GSC	GSC
2879	6271	GSC	SET
2879	7006	GSC	TES
2880	6271	GSK3A	SET
2880	2880	GSK3A	GSK3A
2880	2881	GSK3A	GSK3B
2880	13917	GSK3A	LITHIUM
2880	7940	GSK3A	AKT
2880	847	GSK3A	CA4
2880	4324	GSK3A	MYC
2880	6977	GSK3A	TCF3
2880	208	GSK3A	AKT1
2880	6097	GSK3A	RYR2
2880	6496	GSK3A	SMAD5
2880	898	GSK3A	CAMP
2880	7162	GSK3A	TNF
2880	228	GSK3A	ALK
2880	1772	GSK3A	DDR1
2880	2069	GSK3A	EGFR
2880	2068	GSK3A	EGF
2880	7006	GSK3A	TES
2880	13393	GSK3A	ESTROGEN
2881	7006	GSK3B	TES
2881	6271	GSK3B	SET
2881	349	GSK3B	APOE
2881	2881	GSK3B	GSK3B
2881	4009	GSK3B	MAPT
2881	942	GSK3B	CAT
2881	4296	GSK3B	MUC1
2881	3355	GSK3B	ILK
2881	2069	GSK3B	EGFR
2881	228	GSK3B	ALK
2881	1772	GSK3B	DDR1
2881	2068	GSK3B	EGF
2881	325	GSK3B	APC
2881	2217	GSK3B	ERBB2
2881	2717	GSK3B	GLI1
2881	2880	GSK3B	GSK3A
2881	13917	GSK3B	LITHIUM
2881	4288	GSK3B	MTOR
2881	898	GSK3B	CAMP
2881	6754	GSK3B	STAR
2881	14518	GSK3B	PROGESTERONE
2881	4038	GSK3B	MBP
2881	7940	GSK3B	AKT
2881	7948	GSK3B	HEPATOCYTES
2881	4324	GSK3B	MYC
2881	6977	GSK3B	TCF3
2881	1991	GSK3B	DVL1
2881	1992	GSK3B	DVL2
2881	7162	GSK3B	TNF
2882	6271	GSN	SET
2882	5465	GSN	PSD
2882	2882	GSN	GSN
2882	1192	GSN	CDK5
2882	6689	GSN	SRF
2882	2934	GSN	GZMB
2882	2068	GSN	EGF
2882	820	GSN	C5
2882	2676	GSN	GFAP
2882	360	GSN	AQP2
2882	7053	GSN	TH
2882	5831	GSN	REST
2882	6684	GSN	SRC
2883	6271	GSPT1	SET
2883	4824	GSPT1	PABPC1
2883	2883	GSPT1	GSPT1
2883	2884	GSPT1	GSPT2
2883	7543	GSPT1	UPF1
2884	7543	GSPT2	UPF1
2884	2883	GSPT2	GSPT1
2884	2884	GSPT2	GSPT2
2884	2645	GSPT2	GC
2884	5831	GSPT2	REST
2884	6271	GSPT2	SET
2884	4288	GSPT2	MTOR
2885	6271	GSR	SET
2885	2885	GSR	GSR
2885	942	GSR	CAT
2886	6271	GSS	SET
2886	2645	GSS	GC
2886	5831	GSS	REST
2886	3015	GSS	HGS
2886	2886	GSS	GSS
2886	5432	GSS	PRNP
2886	12151	GSS	INSOMNIA
2887	2887	GSTA1	GSTA1
2887	2890	GSTA1	GSTM1
2887	2645	GSTA1	GC
2887	7948	GSTA1	HEPATOCYTES
2887	2888	GSTA1	GSTA2
2887	1708	GSTA1	CYP1A2
2887	1711	GSTA1	CYP2E1
2887	14957	GSTA1	THYROID
2887	797	GSTA1	C2
2887	5831	GSTA1	REST
2887	14435	GSTA1	PHENOBARBITAL
2887	4643	GSTA1	NQO1
2887	172	GSTA1	AHR
2887	173	GSTA1	AHRR
2887	433	GSTA1	ARNT
2887	1449	GSTA1	COL12A1
2887	2891	GSTA1	GSTM2
2887	3147	GSTA1	HR
2887	3063	GSTA1	HLA-B
2887	6271	GSTA1	SET
2888	7948	GSTA2	HEPATOCYTES
2888	2645	GSTA2	GC
2888	2888	GSTA2	GSTA2
2888	1708	GSTA2	CYP1A2
2888	1711	GSTA2	CYP2E1
2888	14957	GSTA2	THYROID
2888	797	GSTA2	C2
2888	7036	GSTA2	TG
2888	4324	GSTA2	MYC
2888	2891	GSTA2	GSTM2
2888	2887	GSTA2	GSTA1
2888	2890	GSTA2	GSTM1
2888	14435	GSTA2	PHENOBARBITAL
2888	12751	GSTA2	AZATHIOPRINE
2888	936	GSTA2	CASP7
2888	939	GSTA2	CASP9
2888	5032	GSTA2	PGR
2888	14518	GSTA2	PROGESTERONE
2888	942	GSTA2	CAT
2888	3063	GSTA2	HLA-B
2889	6271	GSTA4	SET
2889	3429	GSTA4	ITGA2
2889	5264	GSTA4	PON1
2889	7060	GSTA4	THBS2
2889	2631	GSTA4	GATA1
2889	2645	GSTA4	GC
2889	3570	GSTA4	KEAP1
2889	12519	GSTA4	ACETAMINOPHEN
2889	898	GSTA4	CAMP
2889	2308	GSTA4	F9
2889	14945	GSTA4	THEOPHYLLINE
2889	5831	GSTA4	REST
2889	3063	GSTA4	HLA-B
2889	2889	GSTA4	GSTA4
2889	2891	GSTA4	GSTM2
2889	4120	GSTA4	MET
2889	2890	GSTA4	GSTM1
2889	7948	GSTA4	HEPATOCYTES
2889	14435	GSTA4	PHENOBARBITAL
2890	2890	GSTM1	GSTM1
2890	797	GSTM1	C2
2890	7948	GSTM1	HEPATOCYTES
2890	13247	GSTM1	DISULFIRAM
2890	2893	GSTM1	GSTM4
2890	14229	GSTM1	NITROGLYCERIN
2890	2241	GSTM1	ERP29
2890	2891	GSTM1	GSTM2
2891	2891	GSTM2	GSTM2
2891	2890	GSTM2	GSTM1
2891	7948	GSTM2	HEPATOCYTES
2891	14435	GSTM2	PHENOBARBITAL
2891	4317	GSTM2	MYB
2891	6622	GSTM2	SP1
2891	2893	GSTM2	GSTM4
2891	4120	GSTM2	MET
2891	6271	GSTM2	SET
2891	7939	GSTM2	MAPK
2891	7940	GSTM2	AKT
2892	6271	GSTM3	SET
2892	2890	GSTM3	GSTM1
2892	2892	GSTM3	GSTM3
2892	2895	GSTM3	GSTP1
2892	6622	GSTM3	SP1
2892	2893	GSTM3	GSTM4
2892	13247	GSTM3	DISULFIRAM
2892	824	GSTM3	C6
2893	2893	GSTM4	GSTM4
2893	2890	GSTM4	GSTM1
2893	2645	GSTM4	GC
2893	5831	GSTM4	REST
2893	1484	GSTM4	COPE
2893	2895	GSTM4	GSTP1
2893	6622	GSTM4	SP1
2893	3429	GSTM4	ITGA2
2893	5264	GSTM4	PON1
2893	7060	GSTM4	THBS2
2893	6271	GSTM4	SET
2893	2892	GSTM4	GSTM3
2894	2241	GSTO1	ERP29
2894	2894	GSTO1	GSTO1
2894	957	GSTO1	CBS
2894	2891	GSTO1	GSTM2
2894	846	GSTO1	CA3
2895	6271	GSTP1	SET
2895	6622	GSTP1	SP1
2895	2650	GSTP1	GCG
2895	2068	GSTP1	EGF
2895	363	GSTP1	AR
2895	3570	GSTP1	KEAP1
2895	12519	GSTP1	ACETAMINOPHEN
2895	4674	GSTP1	NRD1
2895	4675	GSTP1	NRG1
2895	134	GSTP1	ADRB2
2895	2895	GSTP1	GSTP1
2895	6262	GSTP1	SERPINE2
2895	172	GSTP1	AHR
2895	2890	GSTP1	GSTM1
2895	4643	GSTP1	NQO1
2895	11608	GSTP1	ATOPY
2895	7948	GSTP1	HEPATOCYTES
2895	7035	GSTP1	TFRC
2895	2498	GSTP1	FOS
2895	3491	GSTP1	JUN
2896	2896	GSTT2	GSTT2
2896	4837	GSTT2	PAH
2896	11439	GSTT2	MESOTHELIOMA
2896	5831	GSTT2	REST
2896	2891	GSTT2	GSTM2
2896	4120	GSTT2	MET
2897	936	GSTZ1	CASP7
2897	939	GSTZ1	CASP9
2897	5032	GSTZ1	PGR
2897	14518	GSTZ1	PROGESTERONE
2897	13507	GSTZ1	FLUORIDE
2897	2897	GSTZ1	GSTZ1
2897	2645	GSTZ1	GC
2897	5831	GSTZ1	REST
2897	12519	GSTZ1	ACETAMINOPHEN
2898	6271	GTF2A1	SET
2898	2898	GTF2A1	GTF2A1
2898	2941	GTF2A1	HAAO
2898	6955	GTF2A1	TBP
2898	10071	GTF2A1	RETINOBLASTOMA
2898	3218	GTF2A1	ID2
2898	6614	GTF2A1	SOX2
2898	3219	GTF2A1	ID3
2898	3823	GTF2A1	LOX
2899	6271	GTF2A1L	SET
2899	1621	GTF2A1L	CTCF
2899	6622	GTF2A1L	SP1
2899	6626	GTF2A1L	SP3
2899	7013	GTF2A1L	TF
2899	5702	GTF2A1L	RAGE
2899	3219	GTF2A1L	ID3
2899	3218	GTF2A1L	ID2
2899	6955	GTF2A1L	TBP
2899	2645	GTF2A1L	GC
2899	5831	GTF2A1L	REST
2900	6271	GTF2A2	SET
2900	6955	GTF2A2	TBP
2900	13393	GTF2A2	ESTROGEN
2900	14957	GTF2A2	THYROID
2900	3218	GTF2A2	ID2
2900	3219	GTF2A2	ID3
2901	2440	GTF2B	FGF7
2901	2442	GTF2B	FGF9
2901	6666	GTF2B	SPRED1
2901	6672	GTF2B	SPRY2
2901	3218	GTF2B	ID2
2901	3219	GTF2B	ID3
2901	2308	GTF2B	F9
2901	6899	GTF2B	TAF10
2901	7948	GTF2B	HEPATOCYTES
2901	5204	GTF2B	PML
2901	6271	GTF2B	SET
2901	13393	GTF2B	ESTROGEN
2901	14518	GTF2B	PROGESTERONE
2901	2645	GTF2B	GC
2901	5831	GTF2B	REST
2901	6955	GTF2B	TBP
2902	6271	GTF2E1	SET
2902	3218	GTF2E1	ID2
2902	6614	GTF2E1	SOX2
2902	3219	GTF2E1	ID3
2902	6955	GTF2E1	TBP
2902	7944	GTF2E1	INTERLEUKIN
2902	2225	GTF2E1	ERCC3
2902	6622	GTF2E1	SP1
2902	7005	GTF2E1	TERT
2903	6271	GTF2E2	SET
2903	3218	GTF2E2	ID2
2903	3219	GTF2E2	ID3
2903	2225	GTF2E2	ERCC3
2903	6622	GTF2E2	SP1
2903	7005	GTF2E2	TERT
2904	6271	GTF2F1	SET
2904	3218	GTF2F1	ID2
2904	3219	GTF2F1	ID3
2904	4259	GTF2F1	MSX2
2904	2645	GTF2F1	GC
2904	5831	GTF2F1	REST
2904	6955	GTF2F1	TBP
2904	4756	GTF2F1	ODC1
2904	5474	GTF2F1	PSMA2
2904	11312	GTF2F1	RHABDOMYOSARCOMA
2904	363	GTF2F1	AR
2905	2645	GTF2F2	GC
2905	5831	GTF2F2	REST
2905	1726	GTF2F2	DAOA
2905	10071	GTF2F2	RETINOBLASTOMA
2905	501	GTF2F2	ATM
2905	534	GTF2F2	ATR
2905	6271	GTF2F2	SET
2905	3218	GTF2F2	ID2
2905	3219	GTF2F2	ID3
2905	6259	GTF2F2	SERPINC1
2907	6271	GTF2H2	SET
2907	3218	GTF2H2	ID2
2907	6614	GTF2H2	SOX2
2907	3219	GTF2H2	ID3
2907	4392	GTF2H2	NAIP
2907	1022	GTF2H2	CCNB1
2907	5677	GTF2H2	RAD17
2907	7944	GTF2H2	INTERLEUKIN
2908	6271	GTF2H3	SET
2908	2645	GTF2H3	GC
2908	5831	GTF2H3	REST
2908	1199	GTF2H3	CDK7
2908	3218	GTF2H3	ID2
2908	3219	GTF2H3	ID3
2908	8506	GTF2H3	TRICHOTHIODYSTROPHY
2908	14957	GTF2H3	THYROID
2908	2910	GTF2H3	GTF2H5
2908	1201	GTF2H3	CDK9
2908	6055	GTF2H3	RRN3
2908	2010	GTF2H3	E2F1
2908	6622	GTF2H3	SP1
2909	6271	GTF2H4	SET
2909	3070	GTF2H4	HLA-DQA1
2909	3245	GTF2H4	IFNG
2909	3413	GTF2H4	IRF4
2909	3779	GTF2H4	LIF
2909	4067	GTF2H4	MDM2
2909	7244	GTF2H4	TP53
2909	3074	GTF2H4	HLA-DRB1
2909	2224	GTF2H4	ERCC2
2909	2010	GTF2H4	E2F1
2909	6622	GTF2H4	SP1
2909	3218	GTF2H4	ID2
2909	3219	GTF2H4	ID3
2909	3062	GTF2H4	HLA-A
2910	6271	GTF2H5	SET
2910	8506	GTF2H5	TRICHOTHIODYSTROPHY
2910	7735	GTF2H5	XPA
2910	2910	GTF2H5	GTF2H5
2910	3063	GTF2H5	HLA-B
2910	501	GTF2H5	ATM
2910	534	GTF2H5	ATR
2910	6865	GTF2H5	SYNJ2
2911	6271	GTF2I	SET
2911	2911	GTF2I	GTF2I
2911	1484	GTF2I	COPE
2911	3218	GTF2I	ID2
2911	6614	GTF2I	SOX2
2911	2568	GTF2I	FZD9
2911	636	GTF2I	BCR
2911	739	GTF2I	BTK
2911	6684	GTF2I	SRC
2911	2912	GTF2I	GTF2IRD1
2911	4420	GTF2I	NCF1
2911	2981	GTF2I	HDAC3
2911	7561	GTF2I	USF1
2911	6689	GTF2I	SRF
2911	4324	GTF2I	MYC
2911	6955	GTF2I	TBP
2911	2144	GTF2I	ELN
2911	6998	GTF2I	TEC
2911	5064	GTF2I	PIAS1
2911	6834	GTF2I	SUMO1
2911	6835	GTF2I	SUMO2
2912	4420	GTF2IRD1	NCF1
2912	2911	GTF2IRD1	GTF2I
2912	2912	GTF2IRD1	GTF2IRD1
2912	6271	GTF2IRD1	SET
2912	3218	GTF2IRD1	ID2
2912	3219	GTF2IRD1	ID3
2912	3013	GTF2IRD1	HGF
2912	4324	GTF2IRD1	MYC
2912	14435	GTF2IRD1	PHENOBARBITAL
2912	7948	GTF2IRD1	HEPATOCYTES
2913	6271	GTF3C1	SET
2913	3218	GTF3C1	ID2
2913	3219	GTF3C1	ID3
2913	34	GTF3C1	ABT1
2913	2308	GTF3C1	F9
2913	6955	GTF3C1	TBP
2913	4288	GTF3C1	MTOR
2913	7013	GTF3C1	TF
2913	501	GTF3C1	ATM
2913	534	GTF3C1	ATR
2914	6271	GTF3C2	SET
2914	10071	GTF3C2	RETINOBLASTOMA
2914	3218	GTF3C2	ID2
2914	3219	GTF3C2	ID3
2915	1793	GTF3C3	DEDD
2915	2645	GTF3C3	GC
2915	5831	GTF3C3	REST
2916	6271	GTF3C4	SET
2916	3218	GTF3C4	ID2
2916	3219	GTF3C4	ID3
2916	6684	GTF3C4	SRC
2917	6271	GTF3C5	SET
2917	3218	GTF3C5	ID2
2917	6614	GTF3C5	SOX2
2917	689	GTF3C5	BMPR2
2917	6326	GTF3C5	SH2B3
2917	6502	GTF3C5	SMARCA4
2918	6271	GTPBP1	SET
2918	1484	GTPBP1	COPE
2918	2918	GTPBP1	GTPBP1
2918	5831	GTPBP1	REST
2918	898	GTPBP1	CAMP
2918	4498	GTPBP1	NEUROG2
2918	4882	GTPBP1	PAX6
2919	2919	GTPBP3	GTPBP3
2919	6271	GTPBP3	SET
2919	2645	GTPBP3	GC
2919	5831	GTPBP3	REST
2920	6271	GUCA1A	SET
2920	2645	GUCA1A	GC
2920	5831	GUCA1A	REST
2920	3063	GUCA1A	HLA-B
2920	2920	GUCA1A	GUCA1A
2920	2926	GUCA1A	GUCY2F
2920	6113	GUCA1A	S100B
2920	1568	GUCA1A	CRX
2921	6271	GUCA1B	SET
2921	3063	GUCA1B	HLA-B
2921	2774	GUCA1B	GNGT1
2921	2921	GUCA1B	GUCA1B
2921	5872	GUCA1B	RGS9
2921	2645	GUCA1B	GC
2921	2920	GUCA1B	GUCA1A
2921	2926	GUCA1B	GUCY2F
2921	1966	GUCA1B	DTNB
2922	6271	GUCA2B	SET
2922	2922	GUCA2B	GUCA2B
2922	7559	GUCA2B	UROD
2922	2921	GUCA2B	GUCA1B
2922	6622	GUCA2B	SP1
2923	6271	GUCY1A2	SET
2923	2066	GUCY1A2	EFS
2923	4634	GUCY1A2	NPR2
2923	2645	GUCY1A2	GC
2923	13393	GUCY1A2	ESTROGEN
2923	2202	GUCY1A2	EPHB6
2924	6271	GUCY2C	SET
2924	1447	GUCY2C	COIL
2924	898	GUCY2C	CAMP
2924	2960	GUCY2C	HBB
2924	2924	GUCY2C	GUCY2C
2924	2645	GUCY2C	GC
2924	3147	GUCY2C	HR
2924	6754	GUCY2C	STAR
2925	1074	GUCY2D	CD209
2925	3474	GUCY2D	JAK1
2925	2925	GUCY2D	GUCY2D
2925	936	GUCY2D	CASP7
2925	939	GUCY2D	CASP9
2925	5032	GUCY2D	PGR
2925	14518	GUCY2D	PROGESTERONE
2925	2645	GUCY2D	GC
2925	797	GUCY2D	C2
2925	4685	GUCY2D	NRP2
2925	6227	GUCY2D	SEMA3B
2925	4634	GUCY2D	NPR2
2925	447	GUCY2D	ART1
2925	1568	GUCY2D	CRX
2925	7520	GUCY2D	UCP2
2925	7521	GUCY2D	UCP3
2925	2960	GUCY2D	HBB
2925	6271	GUCY2D	SET
2926	4708	GUCY2F	NTRK3
2926	2960	GUCY2F	HBB
2926	2645	GUCY2F	GC
2926	2926	GUCY2F	GUCY2F
2926	4634	GUCY2F	NPR2
2926	6271	GUCY2F	SET
2927	6271	GULP1	SET
2927	353	GULP1	APP
2927	2927	GULP1	GULP1
2927	5672	GULP1	RAC1
2927	7939	GULP1	MAPK
2927	43	GULP1	ACAP1
2927	370	GULP1	ARF6
2927	3097	GULP1	HNF4A
2927	5796	GULP1	RBPJ
2928	6271	GUSB	SET
2928	3147	GUSB	HR
2928	942	GUSB	CAT
2928	2928	GUSB	GUSB
2929	6271	GYG1	SET
2929	5831	GYG1	REST
2929	4029	GYG1	MAX
2930	2930	GYG2	GYG2
2930	4888	GYG2	PBRM1
2930	6273	GYG2	SETD2
2930	7625	GYG2	VHL
2931	6271	GYPA	SET
2931	2931	GYPA	GYPA
2931	6622	GYPA	SP1
2931	2645	GYPA	GC
2931	5831	GYPA	REST
2931	6456	GYPA	SLC4A1
2931	13917	GYPA	LITHIUM
2931	3648	GYPA	KLF2
2932	2932	GYS1	GYS1
2932	5023	GYS1	PFKM
2932	6271	GYS1	SET
2933	6271	GZMA	SET
2933	7944	GZMA	INTERLEUKIN
2933	2933	GZMA	GZMA
2933	1106	GZMA	CD69
2933	2934	GZMA	GZMB
2933	7118	GZMA	TLR4
2933	2545	GZMA	FURIN
2934	6271	GZMB	SET
2934	1106	GZMB	CD69
2934	349	GZMB	APOE
2934	6569	GZMB	SNRPN
2934	6622	GZMB	SP1
2934	3147	GZMB	HR
2934	4603	GZMB	NOTCH1
2934	810	GZMB	C3
2934	228	GZMB	ALK
2934	3492	GZMB	JUNB
2934	7944	GZMB	INTERLEUKIN
2935	898	H1F0	CAMP
2935	9729	H1F0	OBESITY
2935	6622	H1F0	SP1
2935	942	H1F0	CAT
2935	2308	H1F0	F9
2935	2645	H1F0	GC
2935	5831	H1F0	REST
2935	501	H1F0	ATM
2935	534	H1F0	ATR
2935	6271	H1F0	SET
2935	3434	H1F0	ITGA6
2935	4197	H1F0	MMP3
2935	7005	H1F0	TERT
2936	501	H2AFX	ATM
2936	11944	H2AFX	ATAXIA-TELANGIECTASIA
2936	2069	H2AFX	EGFR
2936	3159	H2AFX	HSF1
2936	3365	H2AFX	INCENP
2936	731	H2AFX	BTBD12
2936	13007	H2AFX	CISPLATIN
2936	14097	H2AFX	MITOMYCIN
2936	2308	H2AFX	F9
2936	3815	H2AFX	LMX1B
2936	4053	H2AFX	MCM3
2936	4055	H2AFX	MCM4
2936	534	H2AFX	ATR
2936	621	H2AFX	BCL2
2936	706	H2AFX	BRCA1
2936	4062	H2AFX	MDC1
2936	6271	H2AFX	SET
2936	13683	H2AFX	HYDROXYUREA
2936	13270	H2AFX	DOXORUBICIN
2936	5946	H2AFX	RNF8
2936	5934	H2AFX	RNF168
2937	6271	H2AFY	SET
2937	1200	H2AFY	CDK8
2938	13393	H2AFZ	ESTROGEN
2938	942	H2AFZ	CAT
2938	6622	H2AFZ	SP1
2938	6271	H2AFZ	SET
2938	2645	H2AFZ	GC
2939	923	H3F3A	CARM1
2939	13393	H3F3A	ESTROGEN
2939	5428	H3F3A	PRMT5
2939	6741	H3F3A	ST7
2939	2498	H3F3A	FOS
2939	5544	H3F3A	PTMS
2939	5700	H3F3A	RAG1
2939	5701	H3F3A	RAG2
2939	6271	H3F3A	SET
2939	5425	H3F3A	PRMT1
2939	898	H3F3A	CAMP
2939	4168	H3F3A	MLL
2939	5429	H3F3A	PRMT6
2939	3475	H3F3A	JAK2
2939	3809	H3F3A	LMO2
2939	363	H3F3A	AR
2939	3031	H3F3A	HIRA
2939	6957	H3F3A	TBR1
2939	1734	H3F3A	DAXX
2939	6622	H3F3A	SP1
2939	6959	H3F3A	TBX2
2939	536	H3F3A	ATRX
2939	5204	H3F3A	PML
2939	4120	H3F3A	MET
2939	14474	H3F3A	POTASSIUM
2939	4498	H3F3A	NEUROG2
2939	4882	H3F3A	PAX6
2940	6271	H3F3B	SET
2940	923	H3F3B	CARM1
2940	13393	H3F3B	ESTROGEN
2940	5428	H3F3B	PRMT5
2940	6741	H3F3B	ST7
2940	2498	H3F3B	FOS
2940	5544	H3F3B	PTMS
2940	5700	H3F3B	RAG1
2940	5701	H3F3B	RAG2
2940	5425	H3F3B	PRMT1
2940	898	H3F3B	CAMP
2940	4168	H3F3B	MLL
2940	5429	H3F3B	PRMT6
2940	3475	H3F3B	JAK2
2940	3809	H3F3B	LMO2
2940	363	H3F3B	AR
2940	1734	H3F3B	DAXX
2940	3031	H3F3B	HIRA
2940	6622	H3F3B	SP1
2940	6959	H3F3B	TBX2
2940	536	H3F3B	ATRX
2940	5204	H3F3B	PML
2940	4498	H3F3B	NEUROG2
2940	4882	H3F3B	PAX6
2941	2898	HAAO	GTF2A1
2941	2941	HAAO	HAAO
2941	2756	HAAO	GNAS
2941	6665	HAAO	SPP1
2941	501	HAAO	ATM
2941	2676	HAAO	GFAP
2941	5614	HAAO	QPRT
2941	6271	HAAO	SET
2941	2645	HAAO	GC
2941	5831	HAAO	REST
2942	6271	HABP2	SET
2942	7939	HABP2	MAPK
2942	2068	HABP2	EGF
2943	6271	HABP4	SET
2943	2943	HABP4	HABP4
2943	6306	HABP4	SFRS9
2943	5425	HABP4	PRMT1
2943	1649	HABP4	CTSK
2943	4154	HABP4	MITF
2943	7023	HABP4	TFE3
2943	9729	HABP4	OBESITY
2943	4103	HABP4	MEF2C
2944	1003	HACE1	CCL2
2944	2944	HACE1	HACE1
2944	3348	HACE1	IL6R
2944	5821	HACE1	RELA
2944	7180	HACE1	TNFRSF21
2944	3063	HACE1	HLA-B
2945	6271	HACL1	SET
2945	7948	HACL1	HEPATOCYTES
2945	14950	HACL1	THIAMINE
2946	6271	HADH	SET
2946	2946	HADH	HADH
2946	3097	HADH	HNF4A
2946	1847	HADH	DKK2
2946	2068	HADH	EGF
2946	14474	HADH	POTASSIUM
2946	13463	HADH	FENOFIBRATE
2946	824	HADH	C6
2946	2308	HADH	F9
2947	2947	HADHB	HADHB
2947	2645	HADHB	GC
2947	5831	HADHB	REST
2947	1086	HADHB	CD36
2947	5582	HADHB	PTRF
2947	6271	HADHB	SET
2947	6357	HADHB	SHE
2947	4120	HADHB	MET
2947	2946	HADHB	HADH
2947	824	HADHB	C6
2948	6271	HAMP	SET
2948	2948	HAMP	HAMP
2948	3011	HAMP	HFE
2948	7034	HAMP	TFR2
2948	10374	HAMP	HEMOCHROMATOSIS
2949	7937	HAND1	NANOG
2949	2949	HAND1	HAND1
2949	6271	HAND1	SET
2949	6172	HAND1	SCN10A
2949	3084	HAND1	HMGA1
2949	14957	HAND1	THYROID
2949	2441	HAND1	FGF8
2949	6079	HAND1	RUNX2
2949	2950	HAND1	HAND2
2949	4630	HAND1	NPPA
2949	5182	HAND1	PLK4
2949	3802	HAND1	LLGL1
2949	1870	HAND1	DLX5
2950	2950	HAND2	HAND2
2950	6271	HAND2	SET
2950	2633	HAND2	GATA3
2950	5055	HAND2	PHOX2A
2950	9737	HAND2	NEUROBLASTOMA
2950	2949	HAND2	HAND1
2950	1870	HAND2	DLX5
2950	6079	HAND2	RUNX2
2950	682	HAND2	BMP4
2950	4258	HAND2	MSX1
2950	4259	HAND2	MSX2
2950	6360	HAND2	SHH
2950	6614	HAND2	SOX2
2950	4103	HAND2	MEF2C
2950	2634	HAND2	GATA4
2950	14438	HAND2	PHENYLEPHRINE
2950	4101	HAND2	MEF2A
2950	7013	HAND2	TF
2950	13270	HAND2	DOXORUBICIN
